Error type,Prerequisite,Required by,Course with redundant prereq
Redundant prereq,ETHN 174,"ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150",ETHN 150
Redundant prereq,ETHN 175,"ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150",ETHN 150
Redundant prereq,ETHN 177,"ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150",ETHN 150
Redundant prereq,ETHN 178,"ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150",ETHN 150
Redundant prereq,ETHN 179,"ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150",ETHN 150
Redundant prereq,ETHN 179A,"ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150",ETHN 150
Redundant prereq,ETHN 179B,"ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150",ETHN 150
Redundant prereq,ETHN 180,"ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150",ETHN 150
Redundant prereq,ETHN 182,"ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150",ETHN 150
Redundant prereq,ETHN 183,"ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 100A → ETHN 150",ETHN 150
Redundant prereq,ETHN 184,"ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150",ETHN 150
Redundant prereq,ETHN 185,"ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150",ETHN 150
Redundant prereq,ETHN 187,"ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 122 → CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 121 → CGS 100B → CGS 100A → ETHN 150, CGS 100A → ETHN 150",ETHN 150
